"Name","Disc. Date","mmax","Host Name","R.A.","Dec.","z","Type","Phot.","Spec.","Radio"
"SN2013bq","2013/04/15","","A130408+4354","13:04:08.45,13:04:08.44,13:04:08.4,13:04:08","+43:54:07.7,+43:54:07.70,+43:54:07.56,+43:54:08","0.06","Ia","0","1",""
"SN2013bt","2013/04/18","","MCG +10-20-98","14:21:15.13,14:21:15.12","+61:34:15.9,+61:34:15.89,+61:34:15.96","0.036446","Ia","0","1",""
"SN2013cl","2013/05/03","","A161931+2447","16:19:31.59,16:19:31.68,16:19:32","+24:47:11.3,+24:47:11.29,+24:47:11.2,+24:47:11.4,+24:47:11","0.059","Ia","0","1",""
"SN2013de","2013/05/31","","PGC 1401377","10:02:07.97,10:02:07.92,10:02:08","+11:57:05.2,+11:57:05.18,+11:57:05.04,+11:57:05","0.0362","Ia","0","1",""
"SN2014bp","2014/06/05","","A153631+4654","15:36:31.24,15:36:31.2,15:36:31","+46:54:14.2,+46:54:14.18,+46:54:14.04,+46:54:14","0.068","Ia","0","1",""
"SN2014bq","2014/06/03","","A160725+3647","16:07:25.38,16:07:25.44,16:07:25","+36:47:35.7,+36:47:35.70,+36:47:35.88,+36:47:36","0.07","Ia","0","1",""
"SN2014du","2014/10/31","","UGC 1899","02:26:23.31,02:26:23.28","+27:39:34.8,+27:39:34.81,+27:39:34.2","0.0324","Ia","0","1",""
"SSS120416:211543-192250","2012/04/16","","","21:15:43.27,21:15:43.2","-19:22:50.1,-19:22:50.13,-19:22:50.16","0.04","Ia","0","1",""
"CSS150918:002028-010341","2015/09/05","","","00:20:28.228,00:20:28.17,00:20:28.171","-01:03:40.73,-01:03:40.9,-01:03:40.896","0.064","Ia","0","1",""
"CSS151031:104809+094237","2015/10/31","","CGCG 066-019","10:48:09.0,10:48:08.90,10:48:08.88,10:48:09","+09:42:37,+09:42:36.9,+09:42:36.936","0.031","Ia","0","1",""
"SDSS-SN-001","2000/12/05","","","","","0.065103","Ia","","1",""
"SDSS-SN-003","2000/05/09","","","","","0.044221","Ia","","1",""
"SDSS-SN-008","2000/12/15","","","","","0.053905","Ia","","1",""
"SDSS-SN-011","2001/01/02","","","","","0.06251","Ia","","1",""
"SDSS-SN-012","2001/03/21","","","","","0.063252","Ia","","1",""
"SDSS-SN-020","2001/12/15","","","","","0.040636","Ia","","1",""
"SDSS-SN-025","2002/06/18","","","","","0.054048","Ia","","1",""
"SDSS-SN-026","2003/01/03","","","","","0.073588","Ia","","1",""
"SDSS-SN-028","2002/12/10","","","","","0.06311","Ia","","1",""
"SDSS-SN-029","2003/04/24","","","","","0.037717","Ia","","1",""
"SDSS-SN-033","2003/04/05","","","","","0.073523","Ia","","1",""
"SDSS-SN-034","2003/11/21","","","","","0.046476","Ia","","1",""
"SDSS-SN-036","2004/03/24","","","","","0.067443","Ia","","1",""
"SDSS-SN-038","2003/07/02","","","","","0.05","Ia","","1",""
"SDSS-SN-044","2004/05/24","","","","","0.053764","Ia","","1",""
"SDSS-SN-050","2004/02/20","","","","","0.060461","Ia","","1",""
"SDSS-SN-101","2003/04/09","","","","","0.070013","Ia","","1",""
"SDSS-SN-107","2001/02/15","","","","","0.070203","Ia","","1",""
"SDSS-SN-108","2002/09/06","","","","","0.052393","Ia","","1",""
"SDSS-SN-109","2001/10/27","","","","","0.077895","Ia","","1",""
"SDSS-SN-110","2001/12/09","","","","","0.06024","Ia","","1",""
"ESSENCE m006","2005/10/04","","","02:30:27.27,02:30:27.266","-09:16:10.2,-09:16:10.23,-09:16:10.189","0.0572","Ib/c?","","5",""
"PTF09djc","2009/08/25","","","17:46:55.900,17:46:55.92","+59:12:04.86,+59:12:05.04","0.0337","Ia","","1",""
"PTF09dxo","2009/12/31","","","02:01:47.64,02:01:47.448","-07:05:34.4,-07:05:37.824,-07:05:37.82","0.052","Ia","","1",""
"PTF09eiy","2009/09/23","","","01:54:16.68","-15:05:01.6","0.035","Ia","","5",""
"PTF09eoi","2009/09/23","","","23:24:12.87,23:24:12.96","+12:46:42.6,+12:46:46.6","0.041,0.042","Ia","","5",""
"PTF09gon","2009/12/31","","","22:42:45.53,22:42:45.530","+05:09:28.8,+05:09:28.80","0.068,0.068","Ia","","1",""
"PTF09gul","2009/12/31","","","01:28:23.90,01:28:23.904","+33:51:40.7,+33:51:40.32","0.072","Ia","","1",""
"PTF09hpl","2009/12/31","","","01:21:29.18,01:21:29.180","+00:06:28.8,-00:06:28.80","0.0781,0.0781","Ia","","1",""
"PTF09hql","2009/12/31","","","01:55:29.30,01:55:29.300","+13:13:50.9,+13:13:50.90","0.0499,0.0499","Ia","","1",""
"PTF09iag","2009/12/19","","","14:02:38.28,14:02:38.4","+05:44:50.8,+05:44:50.856","0.075","Ia","","1",""
"PTF09ifh","2009/12/19","","","04:10:35.27","+27:23:32.1","0.0788","Ia","","1",""
"PTF09qn","2009/06/26","","","15:55:43.660,15:55:43.68","+64:01:03.01,+64:01:03","0.0634","Ia","","1",""
"SDSS-SN-053","2005/01/13","","","","","0.063184","Ia","","1",""
"SDSS-SN-056","2006/05/28","","","","","0.055322","Ia","","1",""
"SDSS-SN-058","2007/02/21","","","","","0.059533","Ia","","1",""
"SDSS-SN-063","2005/03/01","","","","","0.071885","Ia","","1",""
"SDSS-SN-065","2006/07/01","","","","","0.067466","Ia","","1",""
"SDSS-SN-067","2005/07/05","","","","","0.04492","Ia","","1",""
"SDSS-SN-070","2006/03/05","","","","","0.076085","Ia","","1",""
"SDSS-SN-073","2006/03/05","","","","","0.069235","Ia","","1",""
"SDSS-SN-074","2006/03/21","","","","","0.050357","Ia","","1",""
"SDSS-SN-076","2007/03/18","","","","","0.052268","Ia","","1",""
"SDSS-SN-077","2008/01/14","","","","","0.078499","Ia","","1",""
"SDSS-SN-080","2008/02/28","","","","","0.073492","Ia","","1",""
"SDSS-SN-085","2007/06/14","","","","","0.073414","Ia","","1",""
"SDSS-SN-086","2008/03/02","","","","","0.076569","Ia","","1",""
"SDSS-SN-087","2008/03/31","","","","","0.036291","Ia","","1",""
"SDSS-SN-090","2008/04/05","","","","","0.034203","Ia","","1",""
"SDSS-SN-104","2006/01/27","","","","","0.038733","Ia","","1",""
"SDSS-SN-118","2006/03/26","","","","","0.073033","Ia","","1",""
"SDSS-SN-119","2007/05/12","","","","","0.053244","Ia","","1",""
"iPTF13ai","2013/02/05","","","","","0.0453","Ia","","1",""
"iPTF13an","2013/02/18","","","","","0.08","Ia","","2",""
"iPTF13anh","2013/04/19","","","","","0.0615","Ia","","2",""
"iPTF13ayw","2013/05/11","","","","","0.0538","Ia","","1",""
"iPTF13cuv","2013/09/04","","","","","0.045","Ia","","1",""
"iPTF13dat","2013/09/04","","","","","0.054","Ia","","1",""
"iPTF13dfa","2013/09/04","","","","","0.074","Ia","","1",""
"iPTF13dym","2013/11/07","","","","","0.04213","Ia","","1",""
"iPTF13ebn","2013/11/29","","","","","0.078","Ia","","1",""
"iPTF13edc","2013/11/29","","","","","0.06","Ia","","1",""
"iPTF13een","2013/12/02","","","","","0.03","Ia","","1",""
"iPTF13efe","2013/12/05","","","","","0.07","Ia","","1",""
"iPTF13f","2013/02/05","","","","","0.03","Ia","","1",""
"iPTF13i","2013/02/05","","","","","0.034","Ia","","1",""
"iPTF14jem","2014/12/17","","","03:11:02.58","-46:53:03.5","0.032046","Ia","","1",""
"MASTER OT J1408","2014/04/23","","","","","0.035308","Ia","","1",""
"PTF10aaiw","2010/11/07","","","01:09:21.02","+15:44:06.7","0.06,0.06","Ia","","1",""
"PTF10abjv","2010/11/30","","","01:28:50.99,01:28:51","+08:16:48.2,+08:16:48.216","0.076","Ia","","1",""
"PTF10abwy","2010/12/08","","","02:14:41.01,02:14:41.016","+15:17:31.2","0.078","Ia","","1",""
"PTF10acdh","2010/12/13","","","09:43:07.279","+09:39:28.20","0.05933","Ia","","2",""
"PTF10acnz","2010/12/30","","","11:44:58.67,11:44:58.56,11:44:56.31","+58:39:42.3,+58:39:42.12,+58:39:46.1","0.062","Ia","","1",""
"PTF10bxs","2010/03/07","","","10:58:44.28","+32:27:08.3","0.0727,0.0727","Ia","","1",""
"PTF10cko","2010/03/07","","","12:11:15.37,12:11:15.36","+13:44:01.5,+13:44:01.68","0.0647","Ia","","1",""
"PTF10cwm","2010/03/18","","","12:32:55.41,12:32:55.44","+04:29:11.3,+04:29:11.292","0.07925","Ia","","1",""
"PTF10duy","2010/03/30","","","13:57:11.07,13:57:11.04","+40:09:47.9,+40:09:47.88","0.079","Ia","","1",""
"PTF10elk","2010/03/30","","","07:11:54.03,07:11:54","+49:49:36.8,+49:49:36.84","0.062113","Ia","","1",""
"PTF10fj","2010/01/09","","","13:03:59.15,13:03:59.04","+38:11:59.1,+38:11:59.28","0.05","Ia","","1",""
"PTF10fyl","2010/05/03","","","15:37:15.40,15:37:15.36","+41:58:56.6,+41:58:56.64","0.0546","Ia","","1",""
"PTF10fym","2010/05/03","","","15:22:52.28,15:22:52.32","+48:01:22.8","0.074","Ia","","1",""
"PTF10gjx","2010/05/02","","","12:24:54.17,12:24:54.24","+20:05:04.2","0.076","Ia","","1",""
"PTF10glo","2010/05/04","","","12:33:05.760,12:33:05.76","+06:33:22.66,+06:33:22.716","0.075","Ia","","1",""
"PTF10gmd","2010/05/02","","","11:57:18.96","+57:11:58.6","0.0552,0.0552","Ia","","1",""
"PTF10gmg","2010/05/03","","","16:24:58.54,16:24:58.56","+51:02:22.2,+51:02:21.48","0.0628","Ia","","1",""
"PTF10gnj","2010/05/06","","","12:14:41.78,12:14:41.76","+10:57:33.2,+10:57:33.12","0.07832","Ia","","1",""
"PTF10gqi","2010/05/06","","","12:39:47.65,12:39:47.76","+59:56:41.2,+59:56:41.28","0.0445","Ia","","1",""
"PTF10gvl","2010/05/06","","","13:25:16.25,13:25:16.32","+79:49:55.4,+79:49:55.56","0.04","Ia","","1",""
"PTF10hdn","2010/05/21","","","14:52:24.58,14:52:24.72","+47:28:34.3,+47:28:35.04","0.0696","Ia","","1",""
"PTF10hjw","2010/05/21","","","12:52:18.00,12:52:18","-07:01:06.7,-07:01:06.816","0.0417","Ia","","1",""
"PTF10hld","2010/05/21","","","15:39:27.30,15:39:27.36","+50:05:49.9,+50:05:49.92","0.0378","Ia","","1",""
"PTF10hmc","2010/05/21","","","16:32:45.81,16:32:45.84","+35:04:07.6,+35:04:07.68","0.073","Ia","","1",""
"PTF10hrw","2010/05/25","","","17:44:15.47,17:44:15.36","+52:08:57.9,+52:08:57.84","0.0487","Ia","","1",""
"PTF10ifj","2010/06/09","","","14:19:21.93,14:19:21.84","+34:21:14.3,+34:21:14.4","0.07647","Ia","","1",""
"PTF10jdw","2010/06/12","","","15:41:59.95,15:42:00.24","+47:35:29.8,+47:35:38.04","0.076623","Ia","","1",""
"PTF10jtp","2010/06/12","","","17:10:58.51,17:10:58.56","+39:28:28.9,+39:28:28.2","0.067","Ia","","1",""
"PTF10jwx","2010/06/13","","","13:42:39.30,13:42:39.36","+56:27:44.4,+56:27:44.28","0.0677","Ia","","1",""
"PTF10lya","2010/06/29","","","23:41:31.67,23:41:31.68","+14:07:25.1,+14:07:24.96","0.06304","Ia","","1",""
"PTF10mtd","2010/07/07","","","14:01:59.62,14:01:59.52","+04:59:05.2,+04:59:05.244","0.079","Ia","","1",""
"PTF10ncu","2010/07/06","","","17:49:01.12,17:49:01.2","+68:06:18.5,+68:06:18.36","0.07","Ia","","1",""
"PTF10nkd","2010/07/07","","","15:45:21.41,15:45:21.6","+52:13:50.5,+52:13:48.72","0.069","Ia","","1",""
"PTF10nvh","2010/07/11","","","21:32:02.35,21:32:02.4","+08:59:35.7","0.068","Ia","","1",""
"PTF10ops","2010/07/14","","","21:47:33.57","+05:51:30.3","0.06","Ia","","7",""
"PTF10otc","2010/07/14","","","16:59:16.38,16:59:16.32","+68:10:55.4,+68:10:55.56","0.054","Ia","","1",""
"PTF10pdf","2010/07/22","","","13:24:30.98,13:24:30.96","+42:05:20.3,+42:05:20.4","0.0759","Ia","","2",""
"PTF10px","2010/01/14","","","13:17:45.04,13:17:45.12","-15:30:06.7,-15:30:06.84","0.038293","Ia","","1",""
"PTF10qfo","2010/07/27","","","15:03:23.88,15:03:24","+68:27:27.9,+68:27:28.08","0.078","Ia","","2",""
"PTF10qhp","2010/08/01","","","16:21:04.27,16:21:04.32","+21:20:27.5,+21:20:27.6","0.032","Ia","","1",""
"PTF10qkv","2010/08/02","","","17:11:52.75,17:11:53.04","+27:22:20.3,+27:22:19.56","0.061","Ia","","1",""
"PTF10qky","2010/08/02","","","22:17:49.08,22:17:49.44","+05:25:23.5,+05:25:30.504","0.075","Ia","","2",""
"PTF10qny","2010/08/10","","","16:09:30.67,16:09:31.2","+22:20:10.0,+22:20:10.68","0.033","Ia","","2",""
"PTF10qwg","2010/08/11","","","02:42:09.96,02:42:09.888","+02:26:51.0,+02:26:52.476","0.071","Ia","","2",""
"PTF10rbp","2010/08/13","","","01:16:37.78,01:16:38.064","-01:49:28.2,-01:49:23.592","0.079","Ia","","1",""
"PTF10rks","2010/08/17","","","20:50:28.41,20:50:28.32","-04:03:07.3,-04:03:07.344","0.058","Ia","","1",""
"PTF10tqy","2010/09/02","","","00:42:41.52","+24:45:14.2,+24:45:14.04","0.045","Ia","","2",""
"PTF10trp","2010/09/02","","","21:28:08.01,21:28:07.92","+09:51:14.0,+09:51:13.176","0.049","Ia","","2",""
"PTF10trs","2010/09/01","","","00:15:20.64,00:15:20.6","+17:31:59.4,+17:31:59.52","0.073","Ia","","3",""
"PTF10twd","2010/09/04","","","23:00:14.23,23:00:14.16","+20:47:59.3,+20:47:59.64","0.0734","Ia","","1",""
"PTF10ubm","2010/09/04","","","00:01:59.23","+21:49:31.1","0.0701,0.0701","Ia","","1",""
"PTF10ucl","2010/09/04","","","22:06:04.85,22:06:04.8","+15:30:34.5,+15:30:34.56","0.08","Ia","","1",""
"PTF10vnu","2010/09/23","","","01:11:03.36","+00:26:27.4,+00:26:27.42","0.04611","Ia","","1",""
"PTF10wnq","2010/10/02","","","00:49:10.10,00:49:09.816","+32:08:14.3,+32:08:19.32","0.07","Ia","","1",""
"PTF10wor","2010/09/29","","","22:32:41.67,22:32:41.52","-09:27:46.8,-09:27:56.736","0.057","Ia","","1",""
"PTF10xk","2010/02/11","","","01:41:02.86","+30:13:38.7","0.08","Ia","","2",""
"PTF10xyl","2010/10/11","","","00:20:24.86,00:20:24.859","+05:42:05.7,+05:42:05.76","0.056","Ia","","1",""
"PTF10yer","2010/10/17","","","21:29:01.37","-01:25:51.6","0.0528","Ia","","1",""
"PTF10yux","2010/10/18","","","23:24:13.39,23:24:13.44,23:24:13.92","+07:13:42.7,+07:13:42.708,+07:13:39.7","0.057","Ia","","3",""
"PTF10yyt","2010/10/30","","","03:34:28.99,03:34:28.992","-04:29:48.5,-04:29:48.552","0.035","Ia","","1",""
"PTF10zai","2010/11/04","","","13:10:41.23,13:10:41.28","+44:01:21.0,+44:01:21","0.0357","Ia","","2",""
"PTF10zak","2010/10/31","","","10:20:47.70,10:20:47.76","+46:46:18.4,+46:46:18.48","0.04038","Ia","","3",""
"PTF10zbk","2010/11/02","","","02:29:34.46","+22:20:00.2","0.0642,0.0642","Ia","","1",""
"PTF10zdk","2010/11/01","","","02:14:07.44,02:14:07.37","+23:37:48.36,+23:37:49.1","0.034","Ia","","4",""
"PTF10zgy","2010/11/03","","","02:38:43.77,02:38:43.848","+14:06:11.9,+14:06:15.48","0.0442","Ia","","1",""
"PTF11apk","2011/02/15","","","10:21:01.67,10:21:01.68,10:21:00.53","+21:43:00.3,+21:43:00.48,+21:42:59.8","0.0405","Ia","","2",""
"PTF11apq","2011/02/22","","","10:54:22.38,10:54:22.32","+33:09:50.5,+33:09:50.4","0.0724","Ia","","1",""
"PTF11atu","2011/02/21","","","15:31:14.91","-00:46:45.8","0.0774,0.0774","Ia","","1",""
"PTF11blu","2011/03/25","","","12:38:54.58,12:38:54.48","+56:23:07.9,+56:23:07.8","0.068","Ia","","1",""
"PTF11kx","2011/03/30","","","08:09:12.87,08:09:12.96,08:09:13.20","+46:18:48.8,+46:18:48.96,+46:18:42.8","0.0459","Ia","","27","0"
"PTF11tl","2011/01/28","","","05:04:03.76,05:04:03.768","-17:11:12.5,-17:11:12.48","0.0702","Ia","","1",""
"PTF11v","2011/01/13","","","15:08:22.12,15:08:22.08,15:08:23.42","+49:39:55.8,+49:39:57.6","0.037016","Ia","","1",""
"PTF11vl","2011/01/26","","","16:28:40.27","+27:43:39.7","0.0454","Ia","","1",""
"SMT J032533","2013/12/06","","","","","0.055","Ia","","1",""
"SMT J0545-4735","2014/01/13","","","","","0.05","Ia","","1",""
"ATLAS16czb","2016/10/03","","","","","0.046","Ia","","1",""
"iPTF16xi","2016/04/10","","","","","0.06391","Ia","","1",""
"PSN J192512-533602","2015/08/17","","","19:25:12","-53:36:02","0.054","Ia","","1",""
"SMT J134948-065817","2015/08/17","","","13:49:48","-06:58:17","0.076933","Ia","","1",""
"SMT1031-3658","2015/04/11","","","","","0.035","Ia","","1",""
"SNinMrk477","2015/07/22","","","","","0.038","Ia","","1",""
